0.840499,0.281478,1
0.360093,0.646983,1
0.0206407,0.0295645,-1
0.498192,0.0323012,-1
0.418695,0.10468,1
1.0466,0.827462,1
0.385996,0.887502,-1
-0.0157762,0.738099,1
0.72364,0.622105,1
0.636672,0.126339,-1
0.638593,1.01177,1
0.421366,-0.0562014,-1
0.0522963,0.774322,-1
0.630554,0.687526,1
0.828389,0.562402,1
0.376192,0.201014,-1
0.673529,0.0949919,1
0.0838738,0.489403,-1
0.285938,0.623338,-1
0.0798416,0.738393,-1
0.604777,0.331108,-1
0.540073,0.632543,1
1.02553,0.0551194,1
0.61887,0.423515,-1
0.789883,0.515355,1
0.710005,0.821462,1
0.628049,1.02427,1
0.68337,0.440545,1
0.479623,0.637502,1
0.627738,-0.127439,-1
0.13663,0.262902,1
0.495125,0.325213,1
0.812446,0.053315,1
0.630965,0.794841,1
0.771956,0.829553,1
0.232653,0.419853,-1
0.258257,0.169697,-1
0.779512,0.30135,1
0.408612,0.3708,-1
-0.0387023,0.942066,-1
0.142306,0.697557,-1
0.889988,0.885488,1
0.883775,0.462865,1
0.201533,0.56849,-1
0.0786966,0.378012,-1
0.379863,0.529109,1
0.417023,0.505005,-1
0.191389,0.507346,-1
-0.0214035,0.379025,-1
0.246365,0.855081,1
0.521771,0.879311,1
0.440172,1.00841,1
0.487871,0.111103,1
1.09276,0.0378117,1
0.589607,0.664787,1
0.543957,0.349208,1
0.276979,0.259471,-1
0.278634,0.808098,1
0.0110814,0.859311,1
0.0237432,0.52569,-1
0.864102,0.753841,1
0.693385,0.670709,1
0.174582,0.522359,-1
0.0289955,0.69457,-1
0.533272,0.552468,1
0.298553,0.444681,-1
0.720744,0.64232,1
0.511632,0.808351,1
0.397879,0.428277,-1
0.211731,0.129404,-1
0.250564,0.753809,1
-0.0355963,0.681824,-1
0.306633,0.236396,-1
0.387878,0.112702,-1
0.225396,0.513348,-1
0.348561,0.369815,-1
0.62957,0.0690551,1
-0.133257,-0.0944183,-1
0.850866,0.235648,1
0.654752,0.0335914,1
0.54194,0.77552,1
0.506484,1.02326,1
-0.00114044,-0.00856001,-1
0.292266,0.277087,-1
0.609454,0.974365,1
1.01851,0.151464,1
0.300529,0.29863,-1
0.761167,0.504344,1
0.497388,0.446537,1
0.578727,0.476415,1
0.689716,-0.12555,-1
0.87112,0.531096,1
0.127793,0.0509834,-1
0.15762,0.649708,-1
0.117103,0.233079,-1
0.924564,0.499451,1
0.528421,0.233206,-1
0.979422,0.225369,1
0.300382,0.946313,1
0.371765,0.479916,-1
0.687,0.576747,1
0.877117,0.157584,1
0.0622781,0.523608,-1
1.01771,0.507909,1
0.765891,0.256365,1
0.718745,0.919881,1
0.70321,0.0420763,1
0.881001,0.387735,1
0.37597,0.744311,-1
0.894811,0.336494,1
0.848907,0.958624,1
0.41679,0.620476,1
0.230825,0.157193,-1
0.674344,0.662273,1
0.215411,0.863786,-1
0.607621,-0.077997,1
0.312654,0.703243,-1
-0.0264878,0.27404,1
0.709303,0.629208,1
0.301218,0.929714,1
