0.525915,0.14007,1
0.335657,0.684751,1
0.0848653,-0.00853323,-1
0.764904,0.160035,-1
0.651305,0.0858687,-1
1.08883,1.01915,1
0.159249,1.05124,-1
-0.00601104,0.832049,-1
0.709455,0.36865,1
0.442034,0.227804,-1
0.78708,1.00321,1
0.321754,0.247614,-1
0.0557913,0.693783,-1
0.681286,0.831526,1
1.05778,0.561713,1
0.168483,0.449866,-1
0.109356,0.203229,-1
0.206942,0.477461,-1
0.291704,0.497202,-1
0.0245959,0.678565,-1
0.497285,0.417946,-1
0.677085,0.656024,1
0.76639,0.259949,1
0.516824,0.435696,-1
0.716276,0.524459,1
0.658329,0.89868,1
0.809733,0.880612,1
0.697481,0.514252,1
0.0758233,0.6928,1
0.514284,-0.00197367,-1
0.252393,0.268846,-1
0.536825,0.324838,-1
0.672776,0.0440289,1
0.548464,0.877153,1
0.979303,0.845029,1
0.309902,0.323016,-1
0.0506605,0.374932,-1
0.683415,0.438551,1
0.328273,0.370742,-1
-0.110507,0.930729,-1
0.102892,0.705553,-1
0.599463,0.841292,1
0.931216,0.473004,1
0.0443197,0.405143,-1
0.0451912,0.503292,-1
0.386467,0.880551,1
0.240353,0.467545,-1
0.144638,0.283194,-1
0.212556,0.219576,-1
0.432132,0.837625,1
0.643949,0.956236,1
0.45031,0.99531,1
0.662618,0.149151,1
1.08588,0.00347531,1
0.80428,0.58847,1
0.719687,0.580146,1
0.235859,0.329784,-1
0.408354,0.740695,1
0.208735,0.903645,-1
0.151786,0.351815,-1
0.798443,0.633239,1
0.43511,0.674663,1
0.119328,0.764488,-1
0.108564,0.597168,-1
0.349768,0.640682,1
0.19663,0.508351,-1
0.919269,0.816831,1
0.279143,0.915875,1
0.587622,0.513772,-1
0.100114,-0.0917218,-1
0.447129,0.845902,1
0.147947,0.514568,-1
0.38608,0.383324,-1
0.334011,0.160909,-1
0.289282,0.618659,-1
0.303944,0.551695,-1
0.557603,0.113056,1
0.128658,0.0221405,-1
0.830451,0.460743,1
0.623052,-0.030142,1
0.45775,0.852791,1
0.401203,0.859367,1
-0.0913975,0.0988509,-1
0.41617,0.16888,-1
0.530819,0.965572,1
1.09611,0.109935,1
0.221246,0.444439,-1
0.62605,0.641837,1
0.409476,0.32463,1
0.260724,0.677348,1
0.613725,0.177919,-1
0.955933,0.615135,1
0.121374,0.122624,-1
0.375895,0.623272,-1
0.24209,0.297752,-1
0.939619,0.339713,1
0.55989,0.219357,-1
0.863492,0.237233,1
0.312414,1.07403,1
0.275484,0.611903,-1
0.736378,0.464168,1
0.885389,0.0359631,1
0.186605,0.518318,-1
0.953689,0.223568,1
0.920264,0.249822,1
0.499596,0.712846,1
0.688557,-0.083797,1
0.833157,0.277062,1
0.220914,0.763926,-1
0.806687,0.135085,1
0.926007,0.757767,1
0.572752,0.518822,1
0.185522,0.348112,-1
0.605664,0.45062,1
0.18171,0.680757,-1
0.613526,-0.0568415,1
0.308809,0.613917,-1
-0.0420854,0.241917,-1
0.568974,0.44456,1
0.286071,0.924469,1
