0.615029,0.244017,1
0.593561,0.550529,1
0.148163,0.110743,-1
0.584211,0.155505,-1
0.433616,0.264786,-1
0.942673,0.819079,1
0.244022,0.746862,-1
0.0777976,0.915628,-1
0.664909,0.338568,1
0.495526,0.00340735,-1
0.686523,0.9698,1
0.171196,0.148917,-1
0.114946,0.572078,-1
0.658432,0.4697,1
0.94772,0.454935,1
0.15814,0.367966,-1
0.406026,0.334209,-1
0.113091,0.575801,-1
0.172835,0.441088,-1
0.0981946,0.613523,-1
0.553436,0.165372,-1
0.576474,0.567064,1
0.694649,0.181058,1
0.468442,0.429454,-1
0.655016,0.52511,1
0.762983,0.880248,1
0.797859,0.94316,1
0.663343,0.604443,1
0.231718,0.644936,1
0.433123,0.039382,-1
0.229979,0.169362,-1
0.344985,0.426546,-1
0.751629,0.112316,1
0.697316,0.835238,1
0.889815,0.828826,1
0.355054,0.464659,-1
0.210732,0.324506,-1
0.623378,0.45614,1
0.373653,0.429594,-1
0.00624402,0.960052,-1
0.0536251,0.634393,-1
0.531476,0.919301,1
0.94005,0.436734,1
0.110845,0.463589,-1
0.285905,0.478558,-1
0.463931,0.695326,1
0.368052,0.615235,-1
0.0877812,0.41837,-1
0.248815,0.236933,-1
0.598622,0.896909,1
0.754384,0.809445,1
0.556306,0.931088,1
0.68,0.238578,1
0.949337,0.0754975,1
0.664732,0.745909,1
0.74815,0.543271,1
0.46197,0.27403,-1
0.166478,0.858221,1
0.0161625,0.724274,-1
0.0724119,0.367801,-1
0.87397,0.511148,1
0.596844,0.595744,1
0.195478,0.753886,-1
0.176443,0.612608,-1
0.530382,0.426306,1
0.146566,0.438564,-1
0.744069,0.779832,1
0.515202,0.953962,1
0.454464,0.47066,-1
0.155187,0.186369,-1
0.37619,0.777682,1
0.085181,0.690017,-1
0.376921,0.20149,-1
0.453336,0.0762299,-1
0.320178,0.49722,-1
0.321501,0.589063,-1
0.791001,0.120888,1
0.170048,0.0223303,-1
0.867626,0.356872,1
0.644914,0.103336,1
0.491467,0.926291,1
0.615056,0.926993,1
0.0877114,0.185927,-1
0.449198,0.347581,-1
0.556758,0.900343,1
1.015,0.140361,1
0.294036,0.408095,-1
0.594445,0.57848,1
0.573259,0.331983,1
0.433805,0.566797,1
0.649053,0.0414168,-1
0.890372,0.5435,1
0.124256,0.272589,-1
0.2897,0.531043,-1
0.0560682,0.196433,-1
0.862428,0.41677,1
0.558874,0.279042,-1
0.969995,0.289192,1
0.1609,0.955692,1
0.297034,0.611751,-1
0.75158,0.463137,1
0.811133,-0.00302153,1
-0.00679591,0.534034,-1
1.09537,0.45207,1
0.910408,0.173274,1
0.672017,0.790385,1
0.748653,-0.025112,1
0.831178,0.434248,1
0.22073,0.745878,-1
0.841892,0.115642,1
0.937847,0.854398,1
0.506909,0.473884,1
0.221766,0.238969,-1
0.712863,0.539319,1
0.158846,0.831678,-1
0.737188,0.151297,1
0.285669,0.637481,-1
0.0601151,0.272593,-1
0.504592,0.610969,1
0.183935,0.898895,1
