0.489863,0.0305051,-1
0.502138,0.32148,-1
0.524819,0.264022,-1
0.541731,0.0575199,-1
0.543503,0.273656,-1
0.441151,0.847503,1
0.380413,0.743099,1
0.352328,0.891995,1
0.45963,0.268943,-1
0.552395,0.919801,1
0.293599,0.85546,1
0.581664,-0.0125588,-1
0.867345,0.721681,1
0.578284,0.237287,-1
0.985903,0.912891,1
0.505072,0.811549,1
0.568122,0.118974,-1
0.110398,0.68641,1
0.659472,0.797246,1
0.441294,0.898744,1
0.565554,0.232745,-1
0.061663,0.824745,1
0.328774,0.790798,1
0.334046,0.764304,1
0.76239,0.756617,1
0.449297,0.874502,1
0.552079,0.17615,-1
0.602375,0.1593,-1
0.48461,0.404981,-1
0.583625,0.330996,-1
0.351561,0.173119,-1
0.174428,0.805493,1
0.704636,0.812891,1
0.633367,0.735551,1
0.528185,0.346787,-1
0.558697,0.851322,1
0.593817,0.293619,-1
0.479313,0.244814,-1
0.556915,0.313055,-1
0.145372,0.716144,1
0.493029,0.244572,-1
0.334734,0.804516,1
0.368084,0.878614,1
0.54719,0.243146,-1
0.16208,0.69465,1
0.747883,0.836116,1
0.361876,0.694659,-1
0.614602,0.165391,-1
0.5123,0.115041,-1
0.329047,0.81841,1
0.5038,0.351581,-1
0.446741,0.501701,-1
0.22488,0.808594,1
0.775712,0.821566,1
0.658745,0.767098,1
0.416264,0.688228,1
0.471556,0.635381,-1
0.474222,0.614163,-1
0.995828,0.688111,1
0.399086,0.394161,-1
0.322289,0.775395,1
0.222217,0.815686,1
0.586172,0.931692,1
0.150842,0.78242,1
0.626504,0.187076,-1
0.594071,0.804053,1
0.182079,0.942206,1
0.460522,0.386748,-1
0.545563,0.223861,-1
0.755832,0.815934,1
0.480183,0.0707475,-1
0.176725,0.744803,1
-0.189764,0.787702,1
0.503446,0.814028,1
0.467103,0.0933128,-1
0.461761,0.352107,-1
0.365395,0.775488,1
0.259855,0.919488,1
0.465311,0.0658186,-1
0.283335,0.7906,1
0.513651,0.107265,-1
0.462079,0.199973,-1
0.522062,0.208185,-1
0.461437,0.26022,-1
0.574125,0.205709,-1
0.922081,0.687121,1
0.450873,0.238511,-1
0.915827,0.782588,1
0.413703,0.281598,-1
0.544069,-0.00172444,-1
0.126395,0.944876,1
0.420351,0.43356,-1
0.431417,0.367343,-1
0.54372,0.195477,-1
0.520747,0.362571,-1
0.485547,0.90405,1
0.482044,0.290525,-1
-0.00913352,0.936011,1
0.507978,0.524091,-1
0.466758,0.264791,-1
0.784908,0.810777,1
0.645196,0.177188,-1
0.500714,0.286776,-1
0.545483,0.673433,1
0.47746,0.320118,-1
0.778249,0.849624,1
0.410366,0.467568,-1
0.406318,0.722603,-1
0.436979,0.31265,-1
0.519659,0.0689437,-1
0.748788,0.82287,1
0.43965,0.431607,-1
-0.160715,0.669173,1
0.564409,0.230789,-1
0.471113,0.55486,-1
0.574412,0.0898252,-1
0.743745,-0.100583,-1
0.589461,-0.026244,-1
0.747616,0.867949,1
0.467445,0.715147,-1
